text,cleaned_text,language,date,source,location,disaster_type
Likas na manga bolwang 😂,likas na manga bolwang :facewithtearsofjoy:,Tagalog,2024-12-10T04:53:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayo and our prayers for your safety🙏🙏🙏,ingat kayo and our prayers for your safety:foldedhands::foldedhands::foldedhands:,Taglish,2024-12-12T22:10:34.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag daradal po tau lahat,mag daradal po tau lahat,Taglish,2024-12-10T02:11:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo jan,ingat po kayo jan,Tagalog,2024-12-12T06:25:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat po Ang lahat labi nagd sa mga ara sa lapit sang bulkan,mag ingat po ang lahat labi nagd sa mga ara sa lapit sang bulkan,Tagalog,2024-12-11T12:50:21.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nagngangalit nanamn SI bulkan ingat Po kayo Jan kabayan,nagngangalit nanamn si bulkan ingat po kayo jan kabayan,Tagalog,2024-12-10T11:50:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nakaraan parang singaw2x palang..ngayon sumabog na talaga.. keep safe po sa inyo jan,nakaraan parang singaw2x palangngayon sumabog na really keep safe po sa inyo jan,Tagalog,2024-12-10T00:47:49.000Z,Facebook,Negros Oriental,Volcanic Eruption
Magandang tingnan,magandang tingnan,Tagalog,2024-12-09T22:11:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo,ingat po kayo,Tagalog,2024-12-10T14:51:28.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po ang lhat,ingat po ang lhat,Tagalog,2024-12-10T05:04:00.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayo nasa malapit po,ingat kayo nasa malapit po,Tagalog,2024-12-10T07:20:58.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayong lahat,ingat po kayong lahat,Tagalog,2024-12-09T23:55:14.000Z,Facebook,Negros Oriental,Volcanic Eruption
Halong gid ang tanan da,halong gid ang tanan da,Tagalog,2024-12-10T22:15:45.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-10T09:06:29.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-09T21:27:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kau djn,ingat po kau djn,Tagalog,2024-12-11T12:54:13.000Z,Facebook,Negros Oriental,Volcanic Eruption
Naku po😵‍💫🥵,naku po:facewithspiraleyes::hotface:,English,2024-12-10T13:13:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
Good to luck,good to luck,Taglish,2024-12-14T00:18:15.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord god huwag mong pabayaan yong mga tao malapit sa volcan.🙏❤️🙏,lord god huwag mong pabayaan yong mga tao malapit sa volcan:foldedhands::redheart::foldedhands:,Tagalog,2024-12-10T07:14:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Handa na po Ang mga residente jn sakali man sumabog pinalibutan na nila Yun nag iikot na cla,handa na po ang mga residente jn sakali man sumabog pinalibutan na nila yun nag iikot na cla,Tagalog,2024-12-09T20:13:51.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat lalo na sa mlapit sa bulkan,ingat lalo na sa mlapit sa bulkan,Tagalog,2024-12-10T21:04:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kau jan🙏🏻❤🥰,ingat po kau jan:foldedhandslightskintone::redheart::smilingfacewithhearts:,English,2024-12-22T01:47:14.000Z,Facebook,Negros Oriental,Volcanic Eruption
Saan po yan lugar,saan po yan lugar,Tagalog,2024-12-11T01:10:20.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone!,keep safe everyone,Taglish,2024-12-10T01:04:29.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe always everyone,keep safe always everyone,Taglish,2024-12-09T16:03:13.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amen Amen,amen amen,Taglish,2024-12-12T23:58:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo🙏🏻🙏🏻🙏🏻,ingat po kayo:foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone:,Taglish,2024-12-09T21:59:08.000Z,Facebook,Negros Oriental,Volcanic Eruption
Beautiful Disaster,beautiful disaster,Taglish,2024-12-09T13:34:33.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayo dyan 👍😮,ingat kayo dyan :thumbsup::facewithopenmouth:,English,2024-12-12T00:47:34.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingatan mo po ang amjng mga kababayan, Panginoon..Mama Mary, keep them safe",ingatan mo po ang amjng mga kababayan panginoonmama mary keep them safe,Tagalog,2024-12-09T22:45:20.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingatan mo Po Ang iyong mga Anak Lord🙏🙏🙏❤️,ingatan mo po ang iyong mga anak lord:foldedhands::foldedhands::foldedhands::redheart:,English,2024-12-09T11:24:58.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-09T19:24:24.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe 🙏,keep safe :foldedhands:,Taglish,2024-12-10T13:50:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏,keep safe everyone :foldedhands:,Taglish,2024-12-09T23:54:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo mga idol,ingat po kayo mga idol,Tagalog,2024-12-11T15:43:59.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏,keep safe everyone :foldedhands:,Taglish,2024-12-10T12:43:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kau jn mga kbayan lisanin nyo mna yn lugar pnta kau d2 wlang bunkan,ingat kau jn mga kbayan lisanin nyo mna yn lugar pnta kau d2 wlang bunkan,Tagalog,2024-12-10T03:06:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
Be safe always mga Kapatid.. malapit lang Yan ah',be safe always mga kapatid malapit lang yan ah,Tagalog,2024-12-10T02:18:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
End of drill,end of drill,Taglish,2024-12-09T23:41:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ganito noon 1972 pumotok kqron lang nag liwat amo nga nga lupok gid,ganito noon 1972 pumotok kqron lang nag liwat amo nga nga lupok gid,Tagalog,2024-12-10T02:26:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amas maaga lumikas na mga kabayan Dyan.,amas maaga lumikas na mga kabayan dyan,Tagalog,2024-12-09T16:13:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-11T22:15:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone’s,keep safe everyone is,Taglish,2024-12-10T02:43:54.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po,keep safe po,Taglish,2024-12-10T16:46:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo mga lods,ingat po kayo mga lods,Tagalog,2024-12-09T23:01:37.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amping mo guys labina sa mga lugar na dool sa bulkan,amping mo guys labina sa mga lugar na dool sa bulkan,Tagalog,2024-12-09T13:32:49.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po 🙏🙏,keep safe po :foldedhands::foldedhands:,Taglish,2024-12-12T03:47:13.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po guys,ingat po guys,Tagalog,2024-12-12T00:29:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord wag kawawa mga tao legtaso Lord amen,lord wag kawawa mga tao legtaso lord amen,Tagalog,2024-12-10T13:59:12.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Aguy kahaladlokan nagd subong ang aton sitwasyon,kadamo na ang Naga kalatabo GD pagbuot na in sa mahal ginuo Ky ang tawo Nd na makadumdom cya kn puno na bulsa SG manggad,kg Dali lng cla mghusga SG mga pubre,,salamaha kmi ginuo Amen 🙏🙏",aguy kahaladlokan nagd subong ang aton sitwasyonkadamo na ang naga kalatabo gd pagbuot na in sa mahal ginuo ky ang tawo nd na makadumdom see ya kn puno na bulsa sg manggadkg dali lng cla mghusga sg mga pubresalamaha kmi ginuo amen :foldedhands::foldedhands:,Tagalog,2024-12-10T04:34:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat kayo dyaan mga kaibigan 💖💖,mag ingat kayo dyaan mga kaibigan :sparklingheart::sparklingheart:,Tagalog,2024-12-13T11:35:25.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po..,keep safe po,Taglish,2024-12-10T12:38:22.000Z,Facebook,Negros Oriental,Volcanic Eruption
Tunay na magandang tignan ang mga ganitong senaryo. Paminsan minsan ay magbigay ng display of power ang Mother Earth.. just be safe and practice alertness. Ingat po lahat!,tunay na magandang tignan ang mga ganitong senaryo paminsan minsan ay magbigay ng display of power ang mother earth just be safe and practice alertness ingat po lahat,Tagalog,2024-12-16T16:20:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Jesus name🙏🙏🙏🙏🙏🙏,jesus name:foldedhands::foldedhands::foldedhands::foldedhands::foldedhands::foldedhands:,Taglish,2024-12-11T11:25:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Deuteronomy 28:15,24
[15]But it shall come to pass, if thou wilt not hearken unto the voice of the LORD thy God, to observe to do all his commandments and his statutes which I command thee this day; that all these curses shall come upon thee, and overtake thee: 
Nguni't mangyayari, na kung hindi mo didinggin ang tinig ng Panginoon mong Dios, na isasagawa ang lahat ng kaniyang mga utos at ang kaniyang palatuntunan na aking iniuutos sa iyo sa araw na ito, na ang lahat ng sumpang ito ay darating sa iyo at aabot sa iyo.
[24]The LORD shall make the rain of thy land powder and dust: from heaven shall it come down upon thee, until thou be destroyed. 
Ang ipauulan ng Panginoon sa iyong lupa ay abo at alabok; mula sa langit ay bababa sa iyo, hanggang sa ikaw ay magiba.",deuteronomy 28:1524 15but it shall come to pass if thou wilt not hearken unto the voice of the lord thy god to observe to do all his commandments and his statutes which i command thee this day that all these curses shall come upon thee and overtake thee: ngunit mangyayari na kung hindi mo didinggin ang tinig ng panginoon mong dios na isasagawa ang lahat ng kaniyang mga utos at ang kaniyang palatuntunan na aking iniuutos sa iyo sa araw na ito na ang lahat ng sumpang ito ay darating sa iyo at aabot sa iyo 24the lord shall make the rain of thy land powder and dust: from heaven shall it come down upon thee until thou be destroyed ang ipauulan ng panginoon sa iyong lupa ay abo at alabok mula sa langit ay bababa sa iyo hanggang sa ikaw ay magiba,Tagalog,2024-12-11T08:08:40.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-10T13:04:46.000Z,Facebook,Negros Oriental,Volcanic Eruption
sa diin kana rian sarmiento..,sa diin kana rian sarmiento,Taglish,2024-12-09T22:40:57.000Z,Facebook,Negros Oriental,Volcanic Eruption
Kahapon po dito sa San Isidro liloan southern leyte ❤️,kahapon po dito sa san isidro liloan southern leyte :redheart:,Tagalog,2024-12-10T04:03:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingat po kayo Jan 
Please hug me",ingat po kayo jan please hug me,Tagalog,2024-12-11T11:15:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
"GandanG paGmasdan nGunit lakinG ka porwesyuhan lalo na sa may mGa sakit na asthma,  Ganda nanG paG ka shot mo Lods God bless Us",gandang pagmasdan ngunit laking ka porwesyuhan lalo na sa may mga sakit na asthma ganda nang pag ka shot mo lods god bless us,Tagalog,2024-12-09T16:19:34.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat ang lahat na malapit sa danger zone 🙏,mag ingat ang lahat na malapit sa danger zone :foldedhands:,Tagalog,2024-12-11T05:36:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
pray po tayo para sa mga  kapatid natin ingat po ang lahat jan sa kanlaon,pray po tayo para sa mga kapatid natin ingat po ang lahat jan sa kanlaon,Tagalog,2024-12-09T15:50:33.000Z,Facebook,Negros Oriental,Volcanic Eruption
keep safe po sa lahat jan,keep safe po sa lahat jan,Taglish,2024-12-11T21:11:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayu Dyan,ingat po kayu dyan,Tagalog,2024-12-10T03:54:14.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po god bless,ingat po god bless,Tagalog,2024-12-12T15:10:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo dyan,ingat po kayo dyan,Tagalog,2024-12-09T12:33:01.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord pls protect them from the calamities.,lord please protect them from the calamities,English,2024-12-10T11:40:08.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo jan na nasa malapit,ingat po kayo jan na nasa malapit,Tagalog,2024-12-10T11:17:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
And people wonder (some even angry) as to why flights are being cancelled... unbelievable.,and people wonder some even angry as to why flights are being cancelled unbelievable,English,2024-12-10T08:41:10.000Z,Facebook,Negros Oriental,Volcanic Eruption
Malapit sina mama dyan ingat kayong lahat,malapit sina mama dyan ingat kayong lahat,Tagalog,2024-12-10T08:18:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nakatakot naman jn,nakatakot naman jn,Tagalog,2024-12-13T12:14:35.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mgiingat po ang lhat 🙏🙏🙏,mgiingat po ang lhat :foldedhands::foldedhands::foldedhands:,Taglish,2024-12-10T11:03:10.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat pa kayo lahat,ingat pa kayo lahat,Tagalog,2024-12-10T08:38:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe,keep safe,Taglish,2024-12-10T02:08:31.000Z,Facebook,Negros Oriental,Volcanic Eruption
Wow pero danger para sa mga tao keep safe everyone 🥰😍🤗,wow pero danger para sa mga tao keep safe everyone :smilingfacewithhearts::smilingfacewithhearteyes::smilingfacewithopenhands:,English,2024-12-11T11:00:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
amping ang tanan,amping ang tanan,Tagalog,2024-12-11T05:33:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
up ingat po kyo,up ingat po kyo,Tagalog,2024-12-10T00:26:43.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe 🙏,keep safe :foldedhands:,Taglish,2024-12-09T16:04:02.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏🙏🙏,keep safe everyone :foldedhands::foldedhands::foldedhands:,Taglish,2024-12-10T13:33:34.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala pomotok na Yan,hala pomotok na yan,Tagalog,2024-12-10T02:57:57.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingat ingat po sa lahat, jan, 🥺🥺🙏🙏",ingat ingat po sa lahat jan :pleadingface::pleadingface::foldedhands::foldedhands:,English,2024-12-14T13:46:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
ginoo ko lord,ginoo ko lord,Tagalog,2024-12-12T01:31:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kaung lahat,ingat po kaung lahat,Tagalog,2024-12-10T08:47:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
Grabe itim ng nilalabas,grabe itim ng nilalabas,Tagalog,2024-12-10T02:47:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Stay safe everyone ❤️🙏,stay safe everyone :redheart::foldedhands:,English,2024-12-10T00:03:20.000Z,Facebook,Negros Oriental,Volcanic Eruption
stay safe po,stay safe po,Tagalog,2024-12-09T23:49:39.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag ingat po kau lahat d'yan sa mga malapit sa bulkan Lord please have mercy on us ❤️🙏🏼,mag ingat po kau lahat dyan sa mga malapit sa bulkan lord please have mercy on us :redheart::foldedhandsmediumlightskintone:,Tagalog,2024-12-12T01:25:51.000Z,Facebook,Negros Oriental,Volcanic Eruption
🙏ingat po ang lahat 🙏💗🥹,:foldedhands:ingat po ang lahat :foldedhands::growingheart::faceholdingbacktears:,English,2024-12-10T12:14:27.000Z,Facebook,Negros Oriental,Volcanic Eruption
"This is a sign of our lord that we all forgetting to pray. And all violence  are getting worse each day . Please let us all
Pray 🙏 🙏 🙏",this is a sign of our lord that we all forgetting to pray and all violence are getting worse each day please let us all pray :foldedhands: :foldedhands: :foldedhands:,English,2024-12-10T05:25:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe sa lahat,keep safe sa lahat,Taglish,2024-12-10T01:41:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Ingat po my babala na po , SA LAHAT Ng MGA taong malapit",ingat po my babala na po sa lahat ng mga taong malapit,Tagalog,2024-12-09T21:34:43.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat Po sa lahat,ingat po sa lahat,Tagalog,2024-12-09T19:34:39.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat na lang po kayo jan,ingat na lang po kayo jan,Tagalog,2024-12-10T04:58:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Delicado yan aalis na kayo dyan,delicado yan aalis na kayo dyan,Taglish,2024-12-12T04:44:39.000Z,Facebook,Negros Oriental,Volcanic Eruption
Stay safe po kayo dyan,stay safe po kayo dyan,Tagalog,2024-12-11T00:53:51.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po ang lahat dyan,ingat po ang lahat dyan,Tagalog,2024-12-09T23:12:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone 🙏,keep safe everyone :foldedhands:,Taglish,2024-12-12T11:46:48.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po,ingat po,Tagalog,2024-12-11T13:46:30.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ganda ng paka kuha. Ingat po kayu Jan. Kung kailangan lumikas lumikas na po. Ingat po,ganda ng paka kuha ingat po kayu january kung kailangan lumikas lumikas na po ingat po,Tagalog,2024-12-09T23:10:03.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po Ang lahat jan,ingat po ang lahat jan,Tagalog,2024-12-09T18:29:24.000Z,Facebook,Negros Oriental,Volcanic Eruption
Hala keep safe po,hala keep safe po,Taglish,2024-12-12T01:13:46.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po..,keep safe po,Taglish,2024-12-10T15:01:37.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po🙏,keep safe po:foldedhands:,Taglish,2024-12-09T21:06:51.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe 🙏🙏,keep safe :foldedhands::foldedhands:,Taglish,2024-12-09T17:22:14.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat kayo dyan,ingat kayo dyan,Tagalog,2024-12-11T03:52:52.000Z,Facebook,Negros Oriental,Volcanic Eruption
Nagkaputukan na meron parin nag gagrascutter ayaw pa magsilikas...di biro yan...,nagkaputukan na meron parin nag gagrascutter ayaw pa magsilikasdi biro yan,Tagalog,2024-12-09T22:55:49.000Z,Facebook,Negros Oriental,Volcanic Eruption
Luh...ingat po lage,luhingat po lage,Tagalog,2024-12-10T00:02:42.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po sa lahat ng mga nkatira malapit dyan🙏🏻🙏🏻🙏🏻,ingat po sa lahat ng mga nkatira malapit dyan:foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone:,Taglish,2024-12-11T12:46:55.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep in safe everyone🙏🙏🙏🙏,keep in safe everyone:foldedhands::foldedhands::foldedhands::foldedhands:,Taglish,2024-12-10T19:36:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
INgat po ang lahat 🙏🙏,ingat po ang lahat :foldedhands::foldedhands:,English,2024-12-10T05:54:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
Amping ang tanan..Lord save us.Amen🙏,amping ang tananlord save usamen:foldedhands:,Taglish,2024-12-09T12:21:29.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe Everyone,keep safe everyone,Taglish,2024-12-10T05:16:25.000Z,Facebook,Negros Oriental,Volcanic Eruption
Inubo lang po yan kaya yan ganyan,inubo lang po yan kaya yan ganyan,Tagalog,2024-12-10T09:45:53.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Nkakatakot nman,   kawawa  yong mga tao na malapit Dyan sa bulkan  kanlaon na sumabog, o my god",nkakatakot nman kawawa yong mga tao na malapit dyan sa bulkan kanlaon na sumabog o my god,Tagalog,2024-12-12T08:56:02.000Z,Facebook,Negros Oriental,Volcanic Eruption
Beautiful yet deadly,beautiful yet deadly,Taglish,2024-12-10T10:40:58.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po kayo jan 🙏🏼🙏🏼🙏🏼,ingat po kayo jan :foldedhandsmediumlightskintone::foldedhandsmediumlightskintone::foldedhandsmediumlightskintone:,Taglish,2024-12-09T21:11:43.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe always everyone,keep safe always everyone,Taglish,2024-12-11T08:19:02.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Mapanganib,pero Ang ganda ng tignan",mapanganibpero ang ganda ng tignan,Tagalog,2024-12-11T06:46:22.000Z,Facebook,Negros Oriental,Volcanic Eruption
Diyos ku ito na kinattakotan ng lahat gabayan nyo poh cilang lahat amen,diyos ku ito na kinattakotan ng lahat gabayan nyo poh cilang lahat amen,Tagalog,2024-12-10T13:35:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord panatilihin mo pong ligtas Ang mga taong nakapaligid sa bulkan kanlaon,lord panatilihin mo pong ligtas ang mga taong nakapaligid sa bulkan kanlaon,Tagalog,2024-12-10T06:38:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Keep safe po sa mga malapit jan,,",keep safe po sa mga malapit jan,Tagalog,2024-12-11T05:01:46.000Z,Facebook,Negros Oriental,Volcanic Eruption
Wag KAYONG MAG ALALA DAHIL ITO HINDI ANG KATAPUSAN NGUNIT ITO AY PASIMULA PA LAMANG .,wag kayong mag alala dahil ito hindi ang katapusan ngunit ito ay pasimula pa lamang,Tagalog,2024-12-10T00:24:44.000Z,Facebook,Negros Oriental,Volcanic Eruption
Captured so beautifully but so dangerous volcano,captured so beautifully but so dangerous volcano,English,2024-12-09T23:56:41.000Z,Facebook,Negros Oriental,Volcanic Eruption
ingat po,ingat po,Tagalog,2024-12-11T07:30:58.000Z,Facebook,Negros Oriental,Volcanic Eruption
nakakatakot naman po yan sis,nakakatakot naman po yan sis,Tagalog,2024-12-10T18:08:26.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po Ang lahat,ingat po ang lahat,Tagalog,2024-12-10T10:03:27.000Z,Facebook,Negros Oriental,Volcanic Eruption
"MANAG BUTO...BALIK-BALIKON PA...FAKE NEWS...PORDOY NA PINAS KAY PASPASAN UG CORRUPT...SA MGA GIANT HUNGRY CROCS...32M TEAM DU30...MAY PUSONG PINOY 100%, SA ISIP, SA SALITA, AT LALONG-LALO NA SA GAWA...KARMAHIN KAYONG LAHAT GUTOM SA PERA SA KABAN NG BAYAN NG PILIPINAS...😍😍😍",manag butobalikbalikon pafake newspordoy na pinas kay paspasan ug corruptsa mga giant hungry crocs32m team du30may pusong pinoy 100 sa isip sa salita at lalonglalo na sa gawakarmahin kayong lahat gutom sa pera sa kaban ng bayan ng pilipinas:smilingfacewithhearteyes::smilingfacewithhearteyes::smilingfacewithhearteyes:,Tagalog,2024-12-10T03:04:11.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat  po kayung lahat dyan🙏🙏🙏,ingat po kayung lahat dyan:foldedhands::foldedhands::foldedhands:,Taglish,2024-12-10T21:41:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep. Safe,keep safe,Taglish,2024-12-09T16:55:43.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat po ang lahat🙏🙏,ingat po ang lahat:foldedhands::foldedhands:,English,2024-12-11T06:20:09.000Z,Facebook,Negros Oriental,Volcanic Eruption
"wooohhhh amazing, ingats ang lahat",wooohhhh amazing ingats ang lahat,Tagalog,2024-12-10T02:31:14.000Z,Facebook,Negros Oriental,Volcanic Eruption
😲😲😲 ingat po mga idol 🙏🙏🙏,:astonishedface::astonishedface::astonishedface: ingat po mga idol :foldedhands::foldedhands::foldedhands:,English,2024-12-11T04:51:23.000Z,Facebook,Negros Oriental,Volcanic Eruption
Babala Yan para sa mga taong ginawang dios ang pera kaya naging maka Sarili at handang gumawa ng mali,babala yan para sa mga taong ginawang dios ang pera kaya naging maka sarili at handang gumawa ng mali,Tagalog,2024-12-10T06:21:21.000Z,Facebook,Negros Oriental,Volcanic Eruption
Lord patigilin mo n po Ang pagputok ng bulkan kanlaon ilayo ninyo kaming Lahat s mga sakuna o panganib dulot Ng bulkan iligtas mo kami mg anak mo lord in Jesus name amen,lord patigilin mo n po ang pagputok ng bulkan kanlaon ilayo ninyo kaming lahat s mga sakuna o panganib dulot ng bulkan iligtas mo kami mg anak mo lord in jesus name amen,Tagalog,2024-12-12T06:53:08.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po ang lhat,keep safe po ang lhat,Tagalog,2024-12-11T13:24:36.000Z,Facebook,Negros Oriental,Volcanic Eruption
Parang mayon bolkan sa bicol  magka pariho sila,parang mayon bolkan sa bicol magka pariho sila,Tagalog,2024-12-10T08:50:07.000Z,Facebook,Negros Oriental,Volcanic Eruption
Wow Pero katakot dn 😱,wow pero katakot dn :facescreaminginfear:,English,2024-12-10T06:13:51.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ingat Po lahat,ingat po lahat,Tagalog,2024-12-11T07:09:23.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe po..🙏🏻🙏🏻🙏🏻🥰,keep safe po:foldedhandslightskintone::foldedhandslightskintone::foldedhandslightskintone::smilingfacewithhearts:,English,2024-12-10T03:14:04.000Z,Facebook,Negros Oriental,Volcanic Eruption
Biglang napa tigil yong dalawa nag mawer hehe sabay takbo sa pag sabog . Keep safe po,biglang napa tigil yong dalawa nag mawer hehe sabay takbo sa pag sabog keep safe po,Tagalog,2024-12-10T00:07:32.000Z,Facebook,Negros Oriental,Volcanic Eruption
"Lumikas npo kayo sa malayo., para walang masaktan., at ingat po kayong lahat jan ., always pry safety for everyone.,😇🙏🥰",lumikas npo kayo sa malayo para walang masaktan at ingat po kayong lahat jan always pry safety for everyone:smilingfacewithhalo::foldedhands::smilingfacewithhearts:,Tagalog,2024-12-09T17:57:38.000Z,Facebook,Negros Oriental,Volcanic Eruption
Keep safe everyone,keep safe everyone,Taglish,2024-12-11T05:07:32.000Z,Facebook,Negros Oriental,Volcanic Eruption
Ganyan talaga ang Mundo natin  mamgyayari    Kasi aktibo  Po  yan gaya ng Mayon at taal mag ingat Tayo sa lahat  god bless all,ganyan really ang mundo natin mamgyayari kasi aktibo po yan gaya ng mayon at taal mag ingat tayo sa lahat god bless all,Tagalog,2024-12-10T22:08:18.000Z,Facebook,Negros Oriental,Volcanic Eruption
Be safety na everyone,be safety na everyone,English,2024-12-10T13:34:06.000Z,Facebook,Negros Oriental,Volcanic Eruption
Mag.ingat kayu manga idol,magingat kayu manga idol,Tagalog,2024-12-10T04:22:17.000Z,Facebook,Negros Oriental,Volcanic Eruption
